Location,Locname,Postcode,HB2019,HB2019Name
G146Q,St Bridget's Primary School,G69 6DF,S08000031,NHS Greater Glasgow and Clyde
G146W,All Saints Primary School,PA15 3JS,S08000031,NHS Greater Glasgow and Clyde
G147L,St James' Primary School,G40 2TG,S08000031,NHS Greater Glasgow and Clyde
G147Q,St Joachim's Primary School,G32 8BZ,S08000031,NHS Greater Glasgow and Clyde
G147W,Aileymill Primary School,PA16 0JG,S08000031,NHS Greater Glasgow and Clyde
G148L,St Mary's Primary School,G40 2AX,S08000031,NHS Greater Glasgow and Clyde
G148Q,Swinton Primary School,G69 6AZ,S08000031,NHS Greater Glasgow and Clyde
G148W,Orchard Grove Nursery,PA1 1UZ,S08000031,NHS Greater Glasgow and Clyde
G149L,Sacred Heart Primary School,G40 4AR,S08000031,NHS Greater Glasgow and Clyde
G149Q,Bannerman High School,G69 7NS,S08000031,NHS Greater Glasgow and Clyde
G149W,Oakwood Primary,G34 0JD,S08000031,NHS Greater Glasgow and Clyde
G150L,Springfield Primary School,G40 4TD,S08000031,NHS Greater Glasgow and Clyde
G150Q,St Bridget's Nursery School,G69 6DF,S08000031,NHS Greater Glasgow and Clyde
G150W,Our Lady of the Peace Primary,G33 4RY,S08000031,NHS Greater Glasgow and Clyde
G151L,Strathclyde Primary School,,NA,NA
G151Q,St Francis of Assisi Primary School,G69 7XB,S08000031,NHS Greater Glasgow and Clyde
G151W,Pirie Park Primary,G51 4AW,S08000031,NHS Greater Glasgow and Clyde
G152L,Thomson Street Primary School,,NA,NA
G152W,Crookston Castle Primary,G53 5SD,S08000031,NHS Greater Glasgow and Clyde
G153L,John Street Secondary School,G40 1JP,S08000031,NHS Greater Glasgow and Clyde
G153W,Thornliebank Nursery,G46 7RW,S08000031,NHS Greater Glasgow and Clyde
G154L,Our Lady & St Francis Secondary School,,NA,NA
G154W,Calderwood Lodge Nursery,G43 2RU,S08000031,NHS Greater Glasgow and Clyde
G155L,St Mungo's Academy & Annexe,G40 2RA,S08000031,NHS Greater Glasgow and Clyde
G155W,Carolside Nursery,G76 7TX,S08000031,NHS Greater Glasgow and Clyde
G156L,Dalmarnock Nursery School,,NA,NA
G156W,Eaglesham Nursery,G76 0LF,S08000031,NHS Greater Glasgow and Clyde
G157L,Elba Lane Nursery School,G31 4DJ,S08000031,NHS Greater Glasgow and Clyde
G157W,Giffnock Nursery,G46 6JL,S08000031,NHS Greater Glasgow and Clyde
G158L,Mile End Nursery School,G40 2UN,S08000031,NHS Greater Glasgow and Clyde
G158Q,Alexandra Parade Primary School,G31 2TL,S08000031,NHS Greater Glasgow and Clyde
G158W,Mearns Nursery,G77 6PR,S08000031,NHS Greater Glasgow and Clyde
G159L,Queen Mary Street Nursery School,G40 3BB,S08000031,NHS Greater Glasgow and Clyde
G159Q,Carntyne Primary School,G33 2HF,S08000031,NHS Greater Glasgow and Clyde
G159W,Netherlee Nursery,G44 3SF,S08000031,NHS Greater Glasgow and Clyde
G160L,Strathclyde Nursery School,G40 4TD,S08000031,NHS Greater Glasgow and Clyde
G160Q,Haghill Primary School,G31 3LS,S08000031,NHS Greater Glasgow and Clyde
G160W,Busby Nursery,G76 8EB,S08000031,NHS Greater Glasgow and Clyde
G161L,St Aidan's School,G32 6DJ,S08000031,NHS Greater Glasgow and Clyde
G161Q,Milncroft Primary School,G33 3LT,S08000031,NHS Greater Glasgow and Clyde
G161W,Glen Communication Centre,G46 7JJ,S08000031,NHS Greater Glasgow and Clyde
G162L,St Vincent's School,G32 8NJ,S08000031,NHS Greater Glasgow and Clyde
G162Q,St Denis' Primary School,G31 2RZ,S08000031,NHS Greater Glasgow and Clyde
G162W,St Monica's Primary,G22 7QR,S08000031,NHS Greater Glasgow and Clyde
G163L,Wellpark School,,NA,NA
G163Q,St Elizabeth Seton Primary School,G33 3NW,S08000031,NHS Greater Glasgow and Clyde
G163W,Riverside Primary,G51 2AQ,S08000031,NHS Greater Glasgow and Clyde
G164Q,St Giles' Primary School,,NA,NA
G164W,St Clare's Primary,G15 8RP,S08000031,NHS Greater Glasgow and Clyde
G165Q,St Modan's Primary School,G33 3HF,S08000031,NHS Greater Glasgow and Clyde
G165W,Our Lady of Peace Nursery,PA3 3PR,S08000031,NHS Greater Glasgow and Clyde
G166Q,St Thomas' Primary School,G33 2QJ,S08000031,NHS Greater Glasgow and Clyde
G166W,Bridge of Weir Nursery,PA11 3BQ,S08000031,NHS Greater Glasgow and Clyde
G167Q,Lamlash Primary School,G33 3LH,S08000031,NHS Greater Glasgow and Clyde
G167W,St Margaret's Nursery,PA5 8RY,S08000031,NHS Greater Glasgow and Clyde
G168Q,Cranhill Secondary School,G33 3EF,S08000031,NHS Greater Glasgow and Clyde
G168W,Williamsburgh Nursery,PA1 1QF,S08000031,NHS Greater Glasgow and Clyde
G169Q,Smithycroft Secondary School,G33 2QU,S08000031,NHS Greater Glasgow and Clyde
G169W,Park Mains LCU,PA8 6EY,S08000031,NHS Greater Glasgow and Clyde
G170Q,Ruchazie Nursery School,,NA,NA
G170W,Castlehead Base,PA1 2HD,S08000031,NHS Greater Glasgow and Clyde
G171L,Eastbank Primary School,G32 0HA,S08000031,NHS Greater Glasgow and Clyde
G171Q,Westercraigs Nursery School,G31 2JR,S08000031,NHS Greater Glasgow and Clyde
G171W,Glenfield Specialist Unit,PA2 8QE,S08000031,NHS Greater Glasgow and Clyde
G172L,St Mark's Primary School,G31 5LF,S08000031,NHS Greater Glasgow and Clyde
G172Q,Lamlash Nursery School,G33 3LH,S08000031,NHS Greater Glasgow and Clyde
G172W,St Paul's CD Unit,PA2 0NN,S08000031,NHS Greater Glasgow and Clyde
G173L,St Paul's Primary School,G32 7RR,S08000031,NHS Greater Glasgow and Clyde
G173W,Columba Base,PA3 3BH,S08000031,NHS Greater Glasgow and Clyde
G174L,St Timothy's Primary School,G32 6SL,S08000031,NHS Greater Glasgow and Clyde
G174W,PSADU Carlibar,G78 1BD,S08000031,NHS Greater Glasgow and Clyde
G175L,Thorntree Primary School,G32 6XL,S08000031,NHS Greater Glasgow and Clyde
G175W,Ralston Day Centre,PA1 3BL,S08000031,NHS Greater Glasgow and Clyde
G176L,Wellshot Primary School,G32 7QD,S08000031,NHS Greater Glasgow and Clyde
G176W,Mossvale Special Need Unit,PA3 2QB,S08000031,NHS Greater Glasgow and Clyde
G177L,Eastbank Academy,G32 9AA,S08000031,NHS Greater Glasgow and Clyde
G177W,Early Years Language Centre,PA15 3JS,S08000031,NHS Greater Glasgow and Clyde
G178L,Riverside Secondary School,,NA,NA
G178W,Gourock Park Pre-School,PA19 1JS,S08000031,NHS Greater Glasgow and Clyde
G179L,Shettleston Nursery School,G32 7HN,S08000031,NHS Greater Glasgow and Clyde
G179W,Kidology Nursery,PA15 4PA,S08000031,NHS Greater Glasgow and Clyde
G180L,Eastmuir School,G33 4QL,S08000031,NHS Greater Glasgow and Clyde
G180Q,Bishoploch Primary School,G34 0EY,S08000031,NHS Greater Glasgow and Clyde
G180W,Muddy Puddle Nursery,PA16 7XF,S08000031,NHS Greater Glasgow and Clyde
G181L,Barrowfield Free School,,NA,NA
G181Q,Blairtummock Primary School,G34 9EP,S08000031,NHS Greater Glasgow and Clyde
G181W,Enchanted Forest Nursery,PA16 0FZ,S08000031,NHS Greater Glasgow and Clyde
G182L,Broompark Day Nursery,G31 2JF,S08000031,NHS Greater Glasgow and Clyde
G182Q,Commonhead Primary School,G34 0AT,S08000031,NHS Greater Glasgow and Clyde
G182W,Communication and Language Base Secondary,PA16 9BJ,S08000031,NHS Greater Glasgow and Clyde
G183L,Craigielea Day Nursery,G31 2NA,S08000031,NHS Greater Glasgow and Clyde
G183Q,Rogerfield Primary School,G34 0PW,S08000031,NHS Greater Glasgow and Clyde
G183W,Stanley Street Unit,G41 1JH,S08000031,NHS Greater Glasgow and Clyde
G184Q,St Clare's Primary School,G34 0JD,S08000031,NHS Greater Glasgow and Clyde
G184W,Ardfern Learning Centre,PA5 8PE,S08000031,NHS Greater Glasgow and Clyde
G185Q,St Colette's Primary School,G34 0AT,S08000031,NHS Greater Glasgow and Clyde
G185W,CTEC Clydebank,G81 2NP,S08000031,NHS Greater Glasgow and Clyde
G186Q,Lochend Community High School,G34 0NZ,S08000031,NHS Greater Glasgow and Clyde
G186W,Spark of Genius (Training Ltd),G81 5JY,S08000031,NHS Greater Glasgow and Clyde
G187Q,St Leonard's Secondary School,G34 0NY,S08000031,NHS Greater Glasgow and Clyde
G187W,Spark of Genuis,PA1 1DL,S08000031,NHS Greater Glasgow and Clyde
G188Q,Westwood Secondary School,,NA,NA
G188W,Ardfern - Lomond,G83 0TL,S08000031,NHS Greater Glasgow and Clyde
G189Q,Buchlyvie Nursery School,G34 9LT,S08000031,NHS Greater Glasgow and Clyde
G189W,Avenue End Primary School,G33 5NY,S08000031,NHS Greater Glasgow and Clyde
G190L,Barlanark Primary School,G33 4RY,S08000031,NHS Greater Glasgow and Clyde
G190Q,Lochview Nursery School,G34 0LW,S08000031,NHS Greater Glasgow and Clyde
G190W,Cranhill Primary School,G33 3LA,S08000031,NHS Greater Glasgow and Clyde
G191E,WESTMARC,G51 4TF,S08000031,NHS Greater Glasgow and Clyde
G191L,Easthall Primary School,G34 9AR,S08000031,NHS Greater Glasgow and Clyde
G191Q,Westerhouse Nursery School,G34 0NG,S08000031,NHS Greater Glasgow and Clyde
G191W,Cunard Primary School,G81 1RQ,S08000031,NHS Greater Glasgow and Clyde
G192E,Ophthalmic Institution,,NA,NA
G192L,Aultmore Primary School,G33 4HJ,S08000031,NHS Greater Glasgow and Clyde
G192W,"3 Bears Nursery, Linwood",PA3 3AJ,S08000031,NHS Greater Glasgow and Clyde
G193E,S T D Clinics,G4 0EF,S08000031,NHS Greater Glasgow and Clyde
G193L,Provanhall Primary School,G34 9QL,S08000031,NHS Greater Glasgow and Clyde
G193W,Abbey Mill Childcare,PA1 1JS,S08000031,NHS Greater Glasgow and Clyde
G194E,Gartloch External Clinics,,NA,NA
G194L,Queenslie Primary School,G33 4AB,S08000031,NHS Greater Glasgow and Clyde
G194W,Abbey Nursery - Paisley,PA1 2RE,S08000031,NHS Greater Glasgow and Clyde
G195E,Acorn Street Clinic,G40 4AN,S08000031,NHS Greater Glasgow and Clyde
G195L,St Benedict's Primary School,G34 0LT,S08000031,NHS Greater Glasgow and Clyde
G195W,Acorn Park Nursery Kindergarten,G3 7XR,S08000031,NHS Greater Glasgow and Clyde
G196E,Carswell House Psychiatric Clinic,G31 2HX,S08000031,NHS Greater Glasgow and Clyde
G196L,St Jude's Primary School,G33 4PR,S08000031,NHS Greater Glasgow and Clyde
G196W,Adelaide's Nursery,G2 4HZ,S08000031,NHS Greater Glasgow and Clyde
G197L,St Scholastica's Primary School,,NA,NA
G197W,Aileymill Nursery,PA16 0JG,S08000031,NHS Greater Glasgow and Clyde
G198L,Sandaig Primary School,G33 4SA,S08000031,NHS Greater Glasgow and Clyde
G198W,Alltots Nursery,G13 2HE,S08000031,NHS Greater Glasgow and Clyde
G199L,Wellhouse Primary School,G33 4EZ,S08000031,NHS Greater Glasgow and Clyde
G199W,Angels Day Care,PA1 1DN,S08000031,NHS Greater Glasgow and Clyde
G200C,Northern District Clinics,,NA,NA
G200N,Domiciliary Births,,NA,NA
G200W,Ardlaw Street Nursery,G51 3RR,S08000031,NHS Greater Glasgow and Clyde
G201A,Northern District,,NA,NA
G201B,Woodside Health Centre,G20 7LR,S08000031,NHS Greater Glasgow and Clyde
G201C,Bishopbriggs Clinic,G64 3BS,S08000031,NHS Greater Glasgow and Clyde
G201H,Birdston Hospital,G65 8BY,S08000031,NHS Greater Glasgow and Clyde
G201L,Auchinairn Primary School,G64 1NE,S08000031,NHS Greater Glasgow and Clyde
G201P,Kenmure St Mary's Boys Apprvd School,G64 2EH,S08000031,NHS Greater Glasgow and Clyde
G201Q,St Columba of Iona Secondary School,,NA,NA
G201R,Baldoran Eventide Home,G66 8EQ,S08000031,NHS Greater Glasgow and Clyde
G201V,Hunters Hill Marie Curie Centre,G21 3AY,S08000031,NHS Greater Glasgow and Clyde
G201W,Arthurlie Family Centre,G78 2JB,S08000031,NHS Greater Glasgow and Clyde
G202B,Maryhill Health Centre,G20 9DR,S08000031,NHS Greater Glasgow and Clyde
G202C,Muirhead Clinic,G69 9NB,S08000032,NHS Lanarkshire
G202H,Broomhill Hospital,G66 1RR,S08000031,NHS Greater Glasgow and Clyde
G202L,Auchinloch Primary School,G66 5DU,S08000032,NHS Lanarkshire
G202P,Mossbank Approved School,G33 1AD,S08000031,NHS Greater Glasgow and Clyde
G202Q,Abercorn School,G4 9QH,S08000031,NHS Greater Glasgow and Clyde
G202R,Burnbank House,G20 6HD,S08000031,NHS Greater Glasgow and Clyde
G202S,Social Security Re-Establishment,G64 2PZ,S08000031,NHS Greater Glasgow and Clyde
G202V,'Hogganfield Loch Care Home,G33 1AF,S08000031,NHS Greater Glasgow and Clyde
G202W,Auchinairn Nursery,G64 1NE,S08000031,NHS Greater Glasgow and Clyde
G203B,Springburn Health Centre,G21 1TR,S08000031,NHS Greater Glasgow and Clyde
G203C,Clinic,G20 8LW,S08000031,NHS Greater Glasgow and Clyde
G203H,Lennox Castle Hospital,G66 7LB,S08000031,NHS Greater Glasgow and Clyde
G203L,Baldernock Primary School,G64 4AS,S08000031,NHS Greater Glasgow and Clyde
G203P,Low Moss Prison,G64 2PZ,S08000031,NHS Greater Glasgow and Clyde
G203Q,Gadburn School,G21 3DZ,S08000031,NHS Greater Glasgow and Clyde
G203R,Burngreen Lodge,G65 0HT,S08000032,NHS Lanarkshire
G203S,Milton Childrens Home,G64 1HZ,S08000031,NHS Greater Glasgow and Clyde
G203V,Four Hills Nursing Home,G20 9NU,S08000031,NHS Greater Glasgow and Clyde
G203W,Auchinloch Nursery,G66 5DU,S08000032,NHS Lanarkshire
G204B,Glenfarg Health Centre,G22 5EG,S08000031,NHS Greater Glasgow and Clyde
G204C,Clinic,G20 7QF,S08000031,NHS Greater Glasgow and Clyde
G204H,Lenzie Hospital,G66 5DE,S08000031,NHS Greater Glasgow and Clyde
G204L,Balmuildy Primary School,G64 3AJ,S08000031,NHS Greater Glasgow and Clyde
G204Q,Glasgow School for The Deaf,G22 7RJ,S08000031,NHS Greater Glasgow and Clyde
G204R,Ferguson Anderson Residential Home,G20 0BH,S08000031,NHS Greater Glasgow and Clyde
G204V,Little Sisters of the Poor,G33 1QT,S08000031,NHS Greater Glasgow and Clyde
G204W,Baldernock Playgroup,G64 4AS,S08000031,NHS Greater Glasgow and Clyde
G205C,Woodside Clinic,G20 7JZ,S08000031,NHS Greater Glasgow and Clyde
G205H,Robroyston Hospital,G33 1PB,S08000031,NHS Greater Glasgow and Clyde
G205L,Cadder Primary School,,NA,NA
G205Q,Kelbourne School,G20 8LH,S08000031,NHS Greater Glasgow and Clyde
G205R,Woodhead House,G66 3AE,S08000031,NHS Greater Glasgow and Clyde
G205V,Campsie View Nursing Home,G66 1QY,S08000031,NHS Greater Glasgow and Clyde
G205W,Baljaffray Nursery,G61 4RA,S08000031,NHS Greater Glasgow and Clyde
G206C,O-P. Clinic & Psychiatric Day Hosptl,G22 5EU,S08000031,NHS Greater Glasgow and Clyde
G206H,Ruchill Hospital,G20 9NB,S08000031,NHS Greater Glasgow and Clyde
G206L,Campsie Glen Primary School,,NA,NA
G206Q,Parkhouse School,G22 6DJ,S08000031,NHS Greater Glasgow and Clyde
G206R,Chiltern Home for The Elderly,G69 9DW,S08000032,NHS Lanarkshire
G206S,East Park Home,G20 9TD,S08000031,NHS Greater Glasgow and Clyde
G206V,Ashgill Care Home,G22 7BT,S08000031,NHS Greater Glasgow and Clyde
G206W,Bambury Early Years Centre,G31 4AE,S08000031,NHS Greater Glasgow and Clyde
G207C,Fernbank Street Day Hospital,G22 6BD,S08000031,NHS Greater Glasgow and Clyde
G207H,Stobhill Hospital,G21 3UW,S08000031,NHS Greater Glasgow and Clyde
G207L,Chryston Primary School,G69 9DW,S08000032,NHS Lanarkshire
G207Q,St Joan of Arc School,G22 6QS,S08000031,NHS Greater Glasgow and Clyde
G207S,Kilmahew Drug Project,G20 6RD,S08000031,NHS Greater Glasgow and Clyde
G207W,Bankhead Nursery,G73 2BQ,S08000032,NHS Lanarkshire
G208C,Clinic,G20 7QF,S08000031,NHS Greater Glasgow and Clyde
G208H,Stoneyetts Hospital,G69 0JG,S08000032,NHS Lanarkshire
G208L,Craighead Primary School,G66 8DL,S08000031,NHS Greater Glasgow and Clyde
G208Q,St Kevin's School,G21 1TN,S08000031,NHS Greater Glasgow and Clyde
G208S,The Place,G22 6LJ,S08000031,NHS Greater Glasgow and Clyde
G208W,Bannerman Beavers Playgroup,G69 7NS,S08000031,NHS Greater Glasgow and Clyde
G209C,Milton Clinic,G22 7QR,S08000031,NHS Greater Glasgow and Clyde
G209H,Waverley Park Hospital,G66 2HE,S08000031,NHS Greater Glasgow and Clyde
G209L,Gartconner Primary School,G66 3TH,S08000031,NHS Greater Glasgow and Clyde
G209Q,Milton School,G22 7HL,S08000031,NHS Greater Glasgow and Clyde
G209S,Tom Johnston Hostel,G66 2HE,S08000031,NHS Greater Glasgow and Clyde
G209W,Barlanark Nursery,G33 4RY,S08000031,NHS Greater Glasgow and Clyde
G210C,Townhead Clinic,G66 3BQ,S08000031,NHS Greater Glasgow and Clyde
G210H,Woodilee Hospital,G66 3UG,S08000031,NHS Greater Glasgow and Clyde
G210L,Gartcosh Primary School,G69 8AB,S08000032,NHS Lanarkshire
G210Q,Rockvilla School,,NA,NA
G210W,Barrachnie Children's Nursery,G69 6HB,S08000031,NHS Greater Glasgow and Clyde
G211C,Lennoxtown Clinic,G66 7DD,S08000031,NHS Greater Glasgow and Clyde
G211H,Fernbank Street Day Hospital,G22 6BD,S08000031,NHS Greater Glasgow and Clyde
G211J,Foresthall Hospital,G21 4AS,S08000031,NHS Greater Glasgow and Clyde
G211L,Glenmanor Primary School,G69 0BW,S08000032,NHS Lanarkshire
G211Q,Acredyke Nursery School,G21 3SQ,S08000031,NHS Greater Glasgow and Clyde
G211W,Bearsden South Church Nursery,G61 2SU,S08000031,NHS Greater Glasgow and Clyde
G212C,Torrance Clinic,G64 4EX,S08000031,NHS Greater Glasgow and Clyde
G212H,Shawpark Resource Centre,G20 9DR,S08000031,NHS Greater Glasgow and Clyde
G212L,Harestanes Primary School,G66 2SA,S08000031,NHS Greater Glasgow and Clyde
G212Q,Ayr Street Nursery School,,NA,NA
G212R,Kingarth Home,G22 6NZ,S08000031,NHS Greater Glasgow and Clyde
G212W,Beechwood Nursery School,G33 4HH,S08000031,NHS Greater Glasgow and Clyde
G213H,Larkfield Resource Centre & Day Hosp,G66 3UG,S08000031,NHS Greater Glasgow and Clyde
G213L,Hillhead Primary School,G66 2DQ,S08000031,NHS Greater Glasgow and Clyde
G213Q,Balmore Nursery School,G22 6QS,S08000031,NHS Greater Glasgow and Clyde
G213R,Abbeyfield House,G66 4LJ,S08000031,NHS Greater Glasgow and Clyde
G213W,Bellrock Nursery,G33 3LA,S08000031,NHS Greater Glasgow and Clyde
G214C,Hyde Park Dental Clinic,G21 4SF,S08000031,NHS Greater Glasgow and Clyde
G214H,Springpark Resource Centre/Day Hosp,G22 5EU,S08000031,NHS Greater Glasgow and Clyde
G214L,Holy Family Primary School,G66 4AT,S08000031,NHS Greater Glasgow and Clyde
G214Q,Belhaven Nursery School,G20 6PY,S08000031,NHS Greater Glasgow and Clyde
G214R,Foresthall,G21 4AS,S08000031,NHS Greater Glasgow and Clyde
G214W,Belmont House Nursery,G77 5DU,S08000031,NHS Greater Glasgow and Clyde
G215L,Lairdsland Primary School,G66 1XS,S08000031,NHS Greater Glasgow and Clyde
G215Q,Bonnybroom Nursery School,G21 4QN,S08000031,NHS Greater Glasgow and Clyde
G215R,Hogganfield House Eventide Home,G33 1AF,S08000031,NHS Greater Glasgow and Clyde
G215W,Bishopbriggs Childcare Centre Ltd,G64 2NN,S08000031,NHS Greater Glasgow and Clyde
G216C,Woodside Dental Clinic,G20 7PF,S08000031,NHS Greater Glasgow and Clyde
G216L,Lennoxtown Primary School,G66 7LX,S08000031,NHS Greater Glasgow and Clyde
G216Q,Elmvale Nursery Class,G22 6ED,S08000031,NHS Greater Glasgow and Clyde
G216R,Springburn Home for the Elderly,G21 3UB,S08000031,NHS Greater Glasgow and Clyde
G216W,Bishopbriggs Village Nursery,G64 2LS,S08000031,NHS Greater Glasgow and Clyde
G217C,Mobile Unit,,NA,NA
G217L,Lenzie Primary School,G66 4LD,S08000031,NHS Greater Glasgow and Clyde
G217Q,Garscube Nursery School,G4 9NB,S08000031,NHS Greater Glasgow and Clyde
G217R,Balornock House,G21 3PX,S08000031,NHS Greater Glasgow and Clyde
G217W,Bookstart,G5 0SS,S08000031,NHS Greater Glasgow and Clyde
G218C,Stepps Public Hall Clinic,G33 6HE,S08000032,NHS Lanarkshire
G218L,Lenzie Meadow Primary School,G66 4HW,S08000031,NHS Greater Glasgow and Clyde
G218Q,Keppoch Nursery School,G22 5NT,S08000031,NHS Greater Glasgow and Clyde
G218W,Bridge End Nursery (Shawlands),G41 3RW,S08000031,NHS Greater Glasgow and Clyde
G219C,Hillhead Community Centre Clinic/Positive Achievements,G66 2JT,S08000031,NHS Greater Glasgow and Clyde
G219L,Meadowburn Primary School,G64 3LL,S08000031,NHS Greater Glasgow and Clyde
G219Q,Langa Street Nursery School,G20 0SG,S08000031,NHS Greater Glasgow and Clyde
G219W,Bridge of Weir Pre School,PA11 3QB,S08000031,NHS Greater Glasgow and Clyde
G220C,Barmulloch Community Centre Clinic,G21 3PX,S08000031,NHS Greater Glasgow and Clyde
G220L,Oxgang Primary School,G66 2AB,S08000031,NHS Greater Glasgow and Clyde
G220Q,Maryhill Park Nursery School,G20 0EL,S08000031,NHS Greater Glasgow and Clyde
G220W,Bridgeton Family Centre,G40 2QF,S08000031,NHS Greater Glasgow and Clyde
G221C,Moodiesburn Community Centre Clinic,G69 0BY,S08000032,NHS Lanarkshire
G221L,Stepps Primary School,G33 6HN,S08000032,NHS Lanarkshire
G221Q,Phoenix Park Nursery School,G4 9RH,S08000031,NHS Greater Glasgow and Clyde
G221W,Bright Beginnings (Mount Florida),G42 9AS,S08000031,NHS Greater Glasgow and Clyde
G222C,Milton of Campsie Community Centre Clinic,G66 8DD,S08000031,NHS Greater Glasgow and Clyde
G222L,St Agatha's Primary School,G66 3TH,S08000031,NHS Greater Glasgow and Clyde
G222Q,Queen's Cross Nursery School,G20 6RL,S08000031,NHS Greater Glasgow and Clyde
G222W,Bright Beginnings Nursery (Clydebank),G81 2NR,S08000031,NHS Greater Glasgow and Clyde
G223C,Family Support Project Milton/Possil,G22 5HD,S08000031,NHS Greater Glasgow and Clyde
G223L,St Barbara's Primary School,G69 9ER,S08000032,NHS Lanarkshire
G223Q,Scaraway Nursery School,G22 7JN,S08000031,NHS Greater Glasgow and Clyde
G223W,Brookland Nursery,G81 3LP,S08000031,NHS Greater Glasgow and Clyde
G224C,Fft - Freedom From Tranquillisers,G22 5BW,S08000031,NHS Greater Glasgow and Clyde
G224L,St Flannan's Primary School,G66 2JW,S08000031,NHS Greater Glasgow and Clyde
G224Q,Springburn Nursery School,G21 1AE,S08000031,NHS Greater Glasgow and Clyde
G224W,Broom Nursery,G77 5HN,S08000031,NHS Greater Glasgow and Clyde
G225C,Marc Link,G21 3TS,S08000031,NHS Greater Glasgow and Clyde
G225L,St Helen's Primary School,G64 1EH,S08000031,NHS Greater Glasgow and Clyde
G225Q,Wellfield Nursery School,G21 4YT,S08000031,NHS Greater Glasgow and Clyde
G225W,Broomhill Kindergarten,G11 7SJ,S08000031,NHS Greater Glasgow and Clyde
G226C,Milton Family Support Group,G22 ___,NA,NA
G226L,St Joseph's Primary School,G33 6AA,S08000032,NHS Lanarkshire
G226Q,Westercommon Nursery School,G22 5QN,S08000031,NHS Greater Glasgow and Clyde
G226W,Broomloan Nursery School,G51 2AQ,S08000031,NHS Greater Glasgow and Clyde
G227C,Maryhill Addiction Services,G20 9PY,S08000031,NHS Greater Glasgow and Clyde
G227L,St Machan's Primary School,G66 7GG,S08000031,NHS Greater Glasgow and Clyde
